design,epoch,train_loss,train_acc,val_acc,test_acc
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",0,1.0677242317925328,0.7201479843510801,0.7366720516962844,0.7235987490979071
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",1,1.025604636772819,0.7434087429835006,0.7447495961227787,0.7430839547750782
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",2,1.013828237419543,0.7531467936723932,0.7649434571890146,0.7507818138080347
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",3,0.9989876513895781,0.7549328117026706,0.77140549273021,0.7616069280731297
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",4,0.9896696300610252,0.7485541758802517,0.7649434571890146,0.7539090690401732
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",5,0.9836221628862879,0.7460877700289165,0.7730210016155089,0.7515034880923743
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",6,0.9793352329212687,0.7426858309236265,0.7754442649434572,0.7394755833533798
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",7,0.9776420586782953,0.7410699098486138,0.7754442649434572,0.7409189319220592
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",8,0.9760158457185911,0.7502126211940806,0.7762520193861067,0.7483762328602358
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",9,0.9748849901168243,0.7500850484776322,0.778675282714055,0.7481356747654558
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",10,0.9754870760699977,0.740857288654533,0.77140549273021,0.7416406062063988
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",11,0.9743728385023449,0.7446419459091682,0.7657512116316639,0.7433245128698581
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",12,0.9734107126360354,0.7504677666269773,0.7778675282714055,0.7495790233341352
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",13,0.9727467901032903,0.7532743663888416,0.7762520193861067,0.7503006976184748
"[['U3', [0]], ['U3', [0]], ['U3', [2]], ['U3', [0]], ['C(U3)', [0, 1]], ['U3', [1]], ['U3', [1]], ['U3', [2]], ['U3', [3]], ['U3', [0]], ['C(U3)', [3, 1]], ['U3', [3]], ['U3', [1]], ['C(U3)', [2, 3]], ['C(U3)', [2, 1]], ['U3', [0]], ['C(U3)', [1, 0]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 2]], ['U3', [2]], ['U3', [2]], ['C(U3)', [1, 3]], ['U3', [1]], ['U3', [3]]]",14,0.9728083701237388,0.7527640755230481,0.7802907915993538,0.7536685109453933
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",0,1.1675603467485178,0.6154958326245961,0.630048465266559,0.6292999759441905
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",1,1.1075997650623322,0.7002466405851335,0.7189014539579968,0.7175847967284099
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",2,1.0818315200183704,0.7267392413675795,0.7382875605815832,0.7416406062063988
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",3,1.0749251725880995,0.7349889436979078,0.747172859450727,0.756314649987972
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",4,1.0685039538404215,0.7345637013097466,0.7520193861066236,0.754390185229733
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",5,1.060085011565167,0.7387310767137268,0.752827140549273,0.7575174404618715
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",6,1.0521164031132408,0.7387310767137268,0.7584814216478191,0.7524657204714938
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",7,1.044666147750357,0.7421330158190168,0.7576736672051696,0.756555208082752
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",8,1.0385273915270101,0.7441741792821909,0.747172859450727,0.7483762328602358
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",9,1.010874297955762,0.7491069909848613,0.7504038772213247,0.7570363242723117
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",10,1.0014082297034885,0.7423456370130974,0.7479806138933764,0.7570363242723117
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",11,0.9997205740731695,0.7308640925327436,0.7455573505654282,0.7464517681019966
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",12,0.9990682485310928,0.7175114815444803,0.7310177705977383,0.7341833052682223
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",13,0.9988505704247433,0.7251658445313829,0.7358642972536349,0.7397161414481598
"[['C(U3)', [1, 2]], ['C(U3)', [0, 3]], ['C(U3)', [2, 3]], ['U3', [1]], ['C(U3)', [2, 0]], ['U3', [2]], ['U3', [2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['C(U3)', [3, 1]], ['C(U3)', [1, 2]], ['C(U3)', [1, 2]], ['C(U3)', [0, 2]], ['U3', [0]], ['U3', [0]], ['U3', [0]], ['C(U3)', [1, 2]], ['C(U3)', [3, 0]]]",14,0.9984003752470016,0.7253784657254635,0.7382875605815832,0.7404378157324994
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",0,1.010075780360595,0.7263565232182344,0.7431340872374798,0.7368294443108011
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",1,0.9877032676468724,0.7310341894880081,0.752827140549273,0.7341833052682223
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",2,0.9830438896365787,0.7361796223847593,0.7576736672051696,0.7418811643011788
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",3,0.9812808509754098,0.7377104949821398,0.7633279483037156,0.7426028385855185
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",4,0.9802222860896069,0.7357543799965981,0.752827140549273,0.7365888862160211
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",5,0.9812277665604716,0.7337982650110563,0.7536348949919225,0.7361077700264614
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",6,0.9786465900099796,0.7348188467426433,0.7512116316639742,0.7351455376473418
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",7,0.9774595622135245,0.7419203946249362,0.7600969305331179,0.7438056290594178
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",8,0.9791099733632543,0.7323949651301241,0.747172859450727,0.7322588405099831
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",9,0.9777570004048555,0.7549753359414867,0.778675282714055,0.7601635795044503
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",10,0.9759911765222964,0.7532743663888416,0.777059773828756,0.7529468366610537
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",11,0.9737567927526392,0.7515733968361966,0.7673667205169629,0.7539090690401732
"[['U3', [3]], ['U3', [0]], ['U3', [1]], ['C(U3)', [3, 1]], ['U3', [0]], ['C(U3)', [3, 2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [0, 2]], ['U3', [0]], ['C(U3)', [2, 1]], ['C(U3)', [3, 2]], ['U3', [1]], ['C(U3)', [2, 1]], ['U3', [2]], ['U3', [0]], ['C(U3)', [1, 3]], ['C(U3)', [1, 2]], ['U3', [1]], ['U3', [1]], ['U3', [3]], ['U3', [0]], ['C(U3)', [1, 3]], ['U3', [1]]]",12,0.9724970453459284,0.7474910699098486,0.7681744749596123,0.7560740918931922
